accuracy_0,loss_0,accuracy_1,loss_1,accuracy_2,loss_2,accuracy_3,loss_3,accuracy_4,loss_4,accuracy_5,loss_5,accuracy_6,loss_6,accuracy_7,loss_7,accuracy_8,loss_8,accuracy_9,loss_9,accuracy_10,loss_10,accuracy_11,loss_11,accuracy_12,loss_12,accuracy_13,loss_13,accuracy_14,loss_14,accuracy_15,loss_15,accuracy_16,loss_16,accuracy_17,loss_17,accuracy_18,loss_18,accuracy_19,loss_19
0.2178999930620193,2.111515998840332,0.2930999994277954,2.013374090194702,0.2535200119018554,2.068392276763916,0.2754000127315521,2.094787120819092,0.3292799890041351,1.994713544845581,0.1100199967622757,2.305637121200561,0.1360999941825866,2.1814422607421875,0.2003200054168701,2.157975196838379,0.284060001373291,2.04583740234375,0.2223200052976608,2.125830888748169,0.2965199947357178,2.035034418106079,0.1963199973106384,2.205265045166016,0.2156399935483932,2.132237911224365,0.3393999934196472,1.963321089744568,0.2870000004768371,2.069216012954712,0.2467000037431717,2.1127820014953613,0.2332199960947036,2.120215892791748,0.2918800115585327,1.9708383083343504,0.291020005941391,2.032393217086792,0.2595599889755249,1.989989161491394
0.4655399918556213,1.6120105981826782,0.4481199979782104,1.6040420532226562,0.5001999735832214,1.5743736028671265,0.4530400037765503,1.6603680849075315,0.5519599914550781,1.4440147876739502,0.1130599975585937,2.301421642303467,0.2900199890136719,1.9031741619110107,0.277319997549057,1.9176714420318604,0.5208600163459778,1.5254065990447998,0.3962399959564209,1.756191372871399,0.5203400254249573,1.5845643281936646,0.3583999872207641,1.959657073020935,0.3464800119400024,1.7160074710845947,0.6342800259590149,1.2971802949905396,0.4680800139904022,1.6159042119979858,0.4410000145435333,1.6957987546920776,0.4476599991321563,1.7379422187805176,0.5395600199699402,1.4548240900039673,0.5382999777793884,1.5178126096725464,0.5597400069236755,1.4115686416625977
0.6211000084877014,1.231749176979065,0.5866400003433228,1.3071613311767578,0.5935999751091003,1.2681937217712402,0.5853999853134155,1.3160918951034546,0.6375799775123596,1.1420423984527588,0.1130599975585937,2.3012139797210693,0.4137000143527984,1.6766668558120728,0.3089599907398224,1.78682279586792,0.6584799885749817,1.1682995557785034,0.5311400294303894,1.4348429441452026,0.6126800179481506,1.2668863534927368,0.4508599936962127,1.759457230567932,0.5013599991798401,1.38331937789917,0.7405200004577637,0.9191325902938844,0.5494800209999084,1.3490562438964844,0.656059980392456,1.250161051750183,0.5322200059890747,1.4333423376083374,0.6257799863815308,1.181510329246521,0.6539599895477295,1.15523362159729,0.6799399852752686,1.0921114683151245
0.7070199847221375,0.970673143863678,0.6773599982261658,1.0964421033859253,0.6916199922561646,1.033984899520874,0.6599799990653992,1.0955382585525513,0.6837199926376343,0.9785587787628174,0.1130599975585937,2.3011512756347656,0.5096799731254578,1.4718074798583984,0.351859986782074,1.699949860572815,0.7277600169181824,0.93948096036911,0.6065400242805481,1.2186106443405151,0.6744199991226196,1.0590566396713257,0.4905200004577636,1.5999937057495115,0.6685600280761719,1.1106250286102295,0.7860599756240845,0.7475321888923645,0.6029000282287598,1.2004637718200684,0.7228599786758423,0.9845333099365234,0.5756999850273132,1.2360988855361938,0.6642400026321411,1.032361388206482,0.7231799960136414,0.9380697011947632,0.7220799922943115,0.9317459464073181
0.746720016002655,0.8243073225021362,0.7131800055503845,0.9592066407203674,0.7419000267982483,0.8795856237411499,0.6904600262641907,0.9750186204910278,0.7167400121688843,0.8781428337097168,0.1130599975585937,2.301126718521118,0.5658400058746338,1.3170039653778076,0.3680199980735779,1.6368626356124878,0.7670000195503235,0.7973517775535583,0.6527600288391113,1.0708609819412231,0.7145599722862244,0.92767071723938,0.5076000094413757,1.4636714458465576,0.7337599992752075,0.931085169315338,0.8100000023841858,0.6475780010223389,0.6337400078773499,1.1090117692947388,0.7622799873352051,0.8306949138641357,0.6133000254631042,1.1155235767364502,0.6980000138282776,0.9294683337211608,0.7579799890518188,0.8076016306877136,0.7446600198745728,0.8416772484779358
0.771619975566864,0.739151120185852,0.7409800291061401,0.8668458461761475,0.7727599740028381,0.7744894027709961,0.7097399830818176,0.8975906372070312,0.7394599914550781,0.8111709356307983,0.1130599975585937,2.3011279106140137,0.5903400182723999,1.2131441831588743,0.3861199915409088,1.58306622505188,0.792140007019043,0.7049748301506042,0.6882799863815308,0.9670512676239014,0.7398599982261658,0.8418811559677124,0.5381199717521667,1.3503507375717163,0.7621200084686279,0.8199513554573059,0.8278599977493286,0.5862215161323547,0.6618599891662598,1.0430604219436646,0.7882999777793884,0.7330517172813416,0.6470199823379517,1.03733229637146,0.721560001373291,0.8553797602653503,0.7848799824714661,0.721107006072998,0.766319990158081,0.775213897228241
0.7918599843978882,0.6779702305793762,0.7590799927711487,0.8018815517425537,0.7932999730110168,0.7027316689491272,0.7235000133514404,0.8468804955482483,0.756600022315979,0.7624267935752869,0.1130599975585937,2.3011245727539062,0.6103799939155579,1.142033338546753,0.4016599953174591,1.535183310508728,0.8084999918937683,0.6494143009185791,0.7168800234794617,0.8882412314414978,0.7553600072860718,0.7841566205024719,0.5973600149154663,1.253425121307373,0.7775800228118896,0.7504302263259888,0.8382800221443176,0.5429158806800842,0.6827200055122375,0.9937368035316468,0.8021799921989441,0.6746013164520264,0.6753000020980835,0.979786455631256,0.7447400093078613,0.7932418584823608,0.7996799945831299,0.6634781360626221,0.7773200273513794,0.7328399419784546
0.8095800280570984,0.6300995945930481,0.7755799889564514,0.750312328338623,0.8057600259780884,0.6550204753875732,0.7367799878120422,0.8083456754684448,0.7691199779510498,0.7262891530990601,0.1130599975585937,2.301114797592163,0.622759997844696,1.0961298942565918,0.4127199947834015,1.4930362701416016,0.8208199739456177,0.6047871708869934,0.73580002784729,0.8314396739006042,0.7673599720001221,0.7439994812011719,0.630079984664917,1.1741001605987549,0.7900000214576721,0.7017028331756592,0.8464800119400024,0.5140295028686523,0.700219988822937,0.9484218955039978,0.8136399984359741,0.6317992210388184,0.6935200095176697,0.9383070468902588,0.7638999819755554,0.7437059283256531,0.8115800023078918,0.6240710020065308,0.7877399921417236,0.6968697905540466
0.8204799890518188,0.5932744741439819,0.7902799844741821,0.7084938883781433,0.8167399764060974,0.617622971534729,0.7469599843025208,0.7767913341522217,0.7816600203514099,0.6931708455085754,0.1130599975585937,2.3011279106140137,0.6368799805641174,1.060813546180725,0.4221200048923492,1.457364559173584,0.8313199877738953,0.5748671293258667,0.7504799962043762,0.7873696684837341,0.7758600115776062,0.7145412564277649,0.6449800133705139,1.1127194166183472,0.799340009689331,0.6683887243270874,0.8550400137901306,0.4870377779006958,0.7120599746704102,0.9148412346839904,0.8223400115966797,0.5995050072669983,0.7132200002670288,0.9031741619110109,0.7807000279426575,0.7025202512741089,0.8211600184440613,0.5918019413948059,0.7958999872207642,0.6706098318099976
0.8306800127029419,0.5643261671066284,0.7999600172042847,0.6758956909179688,0.8232799768447876,0.5917235016822815,0.7559999823570251,0.7532354593276978,0.7890200018882751,0.6699462532997131,0.1130599975585937,2.30112099647522,0.6451799869537354,1.0350241661071775,0.4289599955081939,1.4241671562194824,0.83788001537323,0.550805389881134,0.762939989566803,0.7540586590766907,0.7848600149154663,0.6880336999893188,0.6541200280189514,1.0675770044326782,0.8047800064086914,0.6447863578796387,0.860480010509491,0.471724659204483,0.7255600094795227,0.8826344609260559,0.8270000219345093,0.5772239565849304,0.7250999808311462,0.876478910446167,0.7919999957084656,0.6690026521682739,0.828279972076416,0.5685142874717712,0.8039799928665161,0.6483688354492188
